6,Thilak Traders,45951,INV-61870,,1,3958.4,3958.4
7,Thilak Traders,45954,INV-62227,40,,3958.4,0
8,Thilak Traders,45954,INV-62228,,4,3958.4,15833.6
9,Thilak Traders,45957,INV-62551,40,,3958.4,0
10,Thilak Traders,45957,INV-62552,,4,3958.4,15833.6
11,Thilak Traders,45960,INV-62976,20,,3958.4,0
12,Thilak Traders,45960,INV-62978,,2,3958.4,7916.8
13,Thilak Traders,45961,INV-63113,10,,3958.4,0
14,Thilak Traders,45961,INV-63114,,1,3958.4,3958.4
15,Ever Taste Product - Pasyala,45948,INV-61634,40,,3958.4,0
16,Ever Taste Product - Pasyala,45948,INV-61635,,4,3958.4,15833.6
17,Ever Taste Product - Pasyala,45952,INV-61990,40,,3958.4,0
